datetime,ticker,price,signal,pnl
2024-03-04 07:00:00-05:00,NVDA,836.8,,
2024-03-04 07:05:00-05:00,NVDA,835.84,,
2024-03-04 07:10:00-05:00,NVDA,836.98,,
2024-03-04 07:15:00-05:00,NVDA,837.7,,
2024-03-04 07:20:00-05:00,NVDA,837.79,,
2024-03-04 07:25:00-05:00,NVDA,838.68,,
2024-03-04 07:30:00-05:00,NVDA,838.78,,
2024-03-04 07:35:00-05:00,NVDA,839.5,,
2024-03-04 07:40:00-05:00,NVDA,841.57,,
2024-03-04 07:45:00-05:00,NVDA,840.47,,
2024-03-04 07:50:00-05:00,NVDA,841.3,,
2024-03-04 07:55:00-05:00,NVDA,840.68,,
2024-03-04 08:00:00-05:00,NVDA,833.57,,
2024-03-04 08:05:00-05:00,NVDA,841.5,,
2024-03-04 08:10:00-05:00,NVDA,841.69,,
2024-03-04 08:15:00-05:00,NVDA,843.63,,
2024-03-04 08:20:00-05:00,NVDA,842.05,,
2024-03-04 08:25:00-05:00,NVDA,841.64,,
2024-03-04 08:30:00-05:00,NVDA,841.75,,
2024-03-04 08:35:00-05:00,NVDA,841.78,,
2024-03-04 08:40:00-05:00,NVDA,842.48,,
2024-03-04 08:45:00-05:00,NVDA,842.4,,
2024-03-04 08:50:00-05:00,NVDA,842.0,,
2024-03-04 08:55:00-05:00,NVDA,842.3,,
2024-03-04 09:00:00-05:00,NVDA,840.2,,
2024-03-04 09:05:00-05:00,NVDA,840.4,,
2024-03-04 09:10:00-05:00,NVDA,840.31,,
2024-03-04 09:30:00-05:00,NVDA,841.0850219726562,,
2024-03-04 09:35:00-05:00,NVDA,849.2200927734375,,
2024-03-04 09:40:00-05:00,NVDA,852.0499877929688,,
2024-03-04 09:45:00-05:00,NVDA,848.5650024414062,,
2024-03-04 09:50:00-05:00,NVDA,848.7100219726562,,
2024-03-04 09:55:00-05:00,NVDA,844.9500122070312,,
2024-03-04 10:00:00-05:00,NVDA,848.590087890625,,
2024-03-04 10:05:00-05:00,NVDA,850.0,,
2024-03-04 10:10:00-05:00,NVDA,849.4299926757812,,
2024-03-04 10:15:00-05:00,NVDA,850.4249877929688,,
2024-03-04 10:20:00-05:00,NVDA,848.60498046875,,
2024-03-04 10:25:00-05:00,NVDA,848.280029296875,,
2024-03-04 10:30:00-05:00,NVDA,850.8300170898438,,
2024-03-04 10:35:00-05:00,NVDA,854.423095703125,,
2024-03-04 10:40:00-05:00,NVDA,852.9390869140625,,
2024-03-04 10:45:00-05:00,NVDA,853.9730224609375,,
2024-03-04 10:50:00-05:00,NVDA,852.72998046875,,
2024-03-04 10:55:00-05:00,NVDA,852.6950073242188,,
2024-03-04 11:10:00-05:00,NVDA,852.9500122070312,,
2024-03-04 11:15:00-05:00,NVDA,853.2747192382812,,
2024-03-04 11:20:00-05:00,NVDA,852.6207885742188,,
2024-03-04 11:25:00-05:00,NVDA,852.16162109375,,
2024-03-04 11:30:00-05:00,NVDA,849.843994140625,,
2024-03-04 11:35:00-05:00,NVDA,852.0399780273438,,
2024-03-04 11:40:00-05:00,NVDA,853.1820068359375,,
2024-03-04 11:45:00-05:00,NVDA,853.9677734375,,
2024-03-04 11:50:00-05:00,NVDA,853.52001953125,,
2024-03-04 11:55:00-05:00,NVDA,853.3300170898438,,
2024-03-04 12:00:00-05:00,NVDA,853.69189453125,,
2024-03-04 12:05:00-05:00,NVDA,853.22998046875,,
2024-03-04 12:10:00-05:00,NVDA,856.5900268554688,,
2024-03-04 12:15:00-05:00,NVDA,858.0650024414062,,
2024-03-04 12:20:00-05:00,NVDA,859.0001220703125,,
2024-03-04 12:25:00-05:00,NVDA,860.330078125,,
2024-03-04 12:30:00-05:00,NVDA,859.5800170898438,,
2024-03-04 12:35:00-05:00,NVDA,858.8300170898438,,
2024-03-04 12:40:00-05:00,NVDA,860.3499755859375,,
2024-03-04 12:45:00-05:00,NVDA,864.1599731445312,,
2024-03-04 12:50:00-05:00,NVDA,864.4249877929688,,
2024-03-04 12:55:00-05:00,NVDA,865.739990234375,,
2024-03-04 13:00:00-05:00,NVDA,867.4035034179688,,
2024-03-04 13:05:00-05:00,NVDA,866.7100219726562,,
2024-03-04 13:10:00-05:00,NVDA,866.9201049804688,,
2024-03-04 13:15:00-05:00,NVDA,868.4749755859375,,
2024-03-04 13:20:00-05:00,NVDA,863.64990234375,,
2024-03-04 13:25:00-05:00,NVDA,866.1300048828125,,
2024-03-04 13:30:00-05:00,NVDA,865.7249755859375,,
2024-03-04 13:35:00-05:00,NVDA,865.1900024414062,,
2024-03-04 13:40:00-05:00,NVDA,868.1859741210938,,
2024-03-04 13:45:00-05:00,NVDA,868.0341186523438,,
2024-03-04 13:50:00-05:00,NVDA,870.1749877929688,,
2024-03-04 13:55:00-05:00,NVDA,869.5004272460938,,
2024-03-04 14:00:00-05:00,NVDA,871.485107421875,,
2024-03-04 14:05:00-05:00,NVDA,869.6600952148438,,
2024-03-04 14:10:00-05:00,NVDA,869.8800048828125,,
2024-03-04 14:15:00-05:00,NVDA,872.92822265625,,
2024-03-04 14:20:00-05:00,NVDA,872.4202880859375,,
2024-03-04 14:25:00-05:00,NVDA,871.4400024414062,,
2024-03-04 14:30:00-05:00,NVDA,873.1099853515625,,
2024-03-04 14:35:00-05:00,NVDA,875.7343139648438,,
2024-03-04 14:40:00-05:00,NVDA,874.8200073242188,,
2024-03-04 14:45:00-05:00,NVDA,875.4998779296875,,
2024-03-04 14:50:00-05:00,NVDA,873.989990234375,,
2024-03-04 14:55:00-05:00,NVDA,872.0399780273438,,
2024-03-04 15:00:00-05:00,NVDA,870.2739868164062,,
2024-03-04 15:05:00-05:00,NVDA,868.989990234375,,
2024-03-04 15:10:00-05:00,NVDA,870.880126953125,,
2024-03-04 15:15:00-05:00,NVDA,870.8201293945312,,
2024-03-04 15:20:00-05:00,NVDA,870.7100219726562,,
2024-03-04 15:25:00-05:00,NVDA,866.3704833984375,,
2024-03-04 15:30:00-05:00,NVDA,863.8198852539062,,
2024-03-04 15:35:00-05:00,NVDA,864.7550048828125,,
2024-03-04 15:40:00-05:00,NVDA,857.5,,
2024-03-04 15:45:00-05:00,NVDA,850.8853149414062,,
2024-03-04 15:50:00-05:00,NVDA,850.8800048828125,,
2024-03-04 15:55:00-05:00,NVDA,852.510009765625,,
2024-03-04 16:00:00-05:00,NVDA,847.29,,
2024-03-04 16:05:00-05:00,NVDA,850.01,,
2024-03-04 16:10:00-05:00,NVDA,851.735,,
2024-03-04 16:15:00-05:00,NVDA,849.715,,
2024-03-04 16:20:00-05:00,NVDA,851.9,,
2024-03-04 16:25:00-05:00,NVDA,855.48,,
2024-03-04 16:30:00-05:00,NVDA,857.0,,
2024-03-04 16:35:00-05:00,NVDA,857.42,,
2024-03-04 16:40:00-05:00,NVDA,855.67,,
2024-03-04 16:45:00-05:00,NVDA,854.83,,
2024-03-04 16:50:00-05:00,NVDA,855.295,,
2024-03-04 16:55:00-05:00,NVDA,854.89,,
2024-03-04 17:00:00-05:00,NVDA,853.8,,
2024-03-04 17:05:00-05:00,NVDA,854.455,,
2024-03-04 17:10:00-05:00,NVDA,854.3672,,
2024-03-04 17:15:00-05:00,NVDA,854.295,,
2024-03-04 17:20:00-05:00,NVDA,853.82,,
2024-03-04 17:25:00-05:00,NVDA,856.14,,
2024-03-04 17:30:00-05:00,NVDA,856.27,,
2024-03-04 17:35:00-05:00,NVDA,857.3,,
2024-03-04 17:40:00-05:00,NVDA,856.535,,
2024-03-04 17:45:00-05:00,NVDA,857.2,,
2024-03-04 17:50:00-05:00,NVDA,857.0,,
2024-03-04 17:55:00-05:00,NVDA,857.4,,
2024-03-04 18:00:00-05:00,NVDA,859.5,,
2024-03-04 18:05:00-05:00,NVDA,859.5,,
2024-03-04 18:10:00-05:00,NVDA,858.85,,
2024-03-04 18:15:00-05:00,NVDA,859.6,,
2024-03-04 18:20:00-05:00,NVDA,860.525,,
2024-03-04 18:25:00-05:00,NVDA,861.15,,
2024-03-04 18:30:00-05:00,NVDA,860.75,,
2024-03-04 18:35:00-05:00,NVDA,860.5,,
2024-03-04 18:40:00-05:00,NVDA,860.32,,
2024-03-04 18:45:00-05:00,NVDA,859.85,,
2024-03-04 18:50:00-05:00,NVDA,859.51,,
2024-03-04 18:55:00-05:00,NVDA,859.09,,
2024-03-05 04:00:00-05:00,NVDA,854.95,,
2024-03-05 04:05:00-05:00,NVDA,851.63,,
2024-03-05 04:10:00-05:00,NVDA,852.71,,
2024-03-05 04:15:00-05:00,NVDA,853.2,,
2024-03-05 04:20:00-05:00,NVDA,853.58,,
2024-03-05 04:25:00-05:00,NVDA,851.2,,
2024-03-05 04:30:00-05:00,NVDA,846.95,,
2024-03-05 04:35:00-05:00,NVDA,844.02,,
2024-03-05 04:40:00-05:00,NVDA,841.0,,
2024-03-05 04:45:00-05:00,NVDA,838.65,,
2024-03-05 04:50:00-05:00,NVDA,837.76,,
2024-03-05 04:55:00-05:00,NVDA,837.05,,
2024-03-05 05:00:00-05:00,NVDA,832.31,,
2024-03-05 05:05:00-05:00,NVDA,835.6,,
2024-03-05 05:10:00-05:00,NVDA,839.15,,
2024-03-05 05:15:00-05:00,NVDA,841.7,,
2024-03-05 05:20:00-05:00,NVDA,842.85,,
2024-03-05 05:25:00-05:00,NVDA,841.72,,
2024-03-05 05:30:00-05:00,NVDA,844.0,,
2024-03-05 05:35:00-05:00,NVDA,844.37,,
2024-03-05 05:40:00-05:00,NVDA,843.57,,
2024-03-05 05:45:00-05:00,NVDA,846.11,,
2024-03-05 05:50:00-05:00,NVDA,847.22,,
2024-03-05 05:55:00-05:00,NVDA,847.0,,
2024-03-05 06:00:00-05:00,NVDA,847.53,,
2024-03-05 06:05:00-05:00,NVDA,846.59,,
2024-03-05 06:10:00-05:00,NVDA,844.25,,
2024-03-05 06:15:00-05:00,NVDA,844.65,,
2024-03-05 06:20:00-05:00,NVDA,846.23,,
2024-03-05 06:25:00-05:00,NVDA,846.54,,
2024-03-05 06:30:00-05:00,NVDA,846.19,,
2024-03-05 06:35:00-05:00,NVDA,846.44,,
2024-03-05 06:40:00-05:00,NVDA,846.62,,
2024-03-05 06:45:00-05:00,NVDA,846.38,,
2024-03-05 06:50:00-05:00,NVDA,846.35,,
2024-03-05 06:55:00-05:00,NVDA,849.26,,
2024-03-05 07:00:00-05:00,NVDA,851.0,,
2024-03-05 07:05:00-05:00,NVDA,853.7,,
2024-03-05 07:10:00-05:00,NVDA,856.6,,
2024-03-05 07:15:00-05:00,NVDA,856.52,,
2024-03-05 07:20:00-05:00,NVDA,856.06,,
2024-03-05 07:25:00-05:00,NVDA,859.0,,
2024-03-05 07:30:00-05:00,NVDA,858.1,,
2024-03-05 07:35:00-05:00,NVDA,860.2,,
2024-03-05 07:40:00-05:00,NVDA,860.59,,
2024-03-05 07:45:00-05:00,NVDA,858.66,,
2024-03-05 07:50:00-05:00,NVDA,863.0,,
2024-03-05 07:55:00-05:00,NVDA,860.45,,
2024-03-05 08:00:00-05:00,NVDA,846.72,,
2024-03-05 08:05:00-05:00,NVDA,861.07,,
2024-03-05 08:10:00-05:00,NVDA,863.69,,
2024-03-05 08:15:00-05:00,NVDA,864.3,,
2024-03-05 08:20:00-05:00,NVDA,863.21,,
2024-03-05 08:25:00-05:00,NVDA,861.66,,
2024-03-05 08:30:00-05:00,NVDA,861.47,,
2024-03-05 08:35:00-05:00,NVDA,863.23,,
2024-03-05 08:40:00-05:00,NVDA,861.3,,
2024-03-05 08:45:00-05:00,NVDA,858.155,,
2024-03-05 08:50:00-05:00,NVDA,859.732,,
2024-03-05 08:55:00-05:00,NVDA,856.315,,
2024-03-05 09:00:00-05:00,NVDA,858.34,,
2024-03-05 09:05:00-05:00,NVDA,858.59,,
2024-03-05 09:10:00-05:00,NVDA,854.25,,
2024-03-05 09:30:00-05:00,NVDA,846.6900024414062,,
2024-03-05 09:35:00-05:00,NVDA,858.5537719726562,,
2024-03-05 09:40:00-05:00,NVDA,856.5900268554688,,
2024-03-05 09:45:00-05:00,NVDA,851.989990234375,,
2024-03-05 09:50:00-05:00,NVDA,853.8699951171875,,
2024-03-05 09:55:00-05:00,NVDA,852.9400024414062,,
2024-03-05 10:00:00-05:00,NVDA,855.22998046875,,
2024-03-05 10:05:00-05:00,NVDA,850.1199951171875,,
2024-03-05 10:10:00-05:00,NVDA,849.2849731445312,,
2024-03-05 10:15:00-05:00,NVDA,843.6300048828125,,
2024-03-05 10:20:00-05:00,NVDA,843.0308837890625,,
2024-03-05 10:25:00-05:00,NVDA,842.0,,
2024-03-05 10:30:00-05:00,NVDA,838.9249877929688,,
2024-03-05 10:35:00-05:00,NVDA,837.2772827148438,,
2024-03-05 10:40:00-05:00,NVDA,836.2885131835938,,
2024-03-05 10:45:00-05:00,NVDA,839.6066284179688,,
2024-03-05 10:50:00-05:00,NVDA,842.4616088867188,,
2024-03-05 10:55:00-05:00,NVDA,844.1151733398438,,
2024-03-05 11:00:00-05:00,NVDA,844.9000244140625,,
2024-03-05 11:05:00-05:00,NVDA,847.0,,
2024-03-05 11:20:00-05:00,NVDA,846.5399780273438,,
2024-03-05 11:25:00-05:00,NVDA,846.9000244140625,,
2024-03-05 11:30:00-05:00,NVDA,846.13037109375,,
2024-03-05 11:35:00-05:00,NVDA,844.9398803710938,,
2024-03-05 11:40:00-05:00,NVDA,845.390380859375,,
2024-03-05 11:45:00-05:00,NVDA,846.6799926757812,,
2024-03-05 11:50:00-05:00,NVDA,844.2650146484375,,
2024-03-05 11:55:00-05:00,NVDA,847.739990234375,,
2024-03-05 12:00:00-05:00,NVDA,849.8200073242188,,
2024-03-05 12:05:00-05:00,NVDA,849.7861938476562,,
2024-03-05 12:10:00-05:00,NVDA,849.27001953125,,
2024-03-05 12:15:00-05:00,NVDA,848.6699829101562,,
2024-03-05 12:20:00-05:00,NVDA,850.6148071289062,,
2024-03-05 12:25:00-05:00,NVDA,853.0772705078125,,
2024-03-05 12:30:00-05:00,NVDA,851.85498046875,,
2024-03-05 12:35:00-05:00,NVDA,851.5501098632812,,
2024-03-05 12:40:00-05:00,NVDA,853.1536865234375,,
2024-03-05 12:45:00-05:00,NVDA,852.0283813476562,,
2024-03-05 12:50:00-05:00,NVDA,852.5999755859375,,
2024-03-05 12:55:00-05:00,NVDA,853.155029296875,,
2024-03-05 13:00:00-05:00,NVDA,850.969970703125,,
2024-03-05 13:05:00-05:00,NVDA,850.885009765625,,
2024-03-05 13:10:00-05:00,NVDA,851.4400024414062,,
2024-03-05 13:15:00-05:00,NVDA,848.7611083984375,,
2024-03-05 13:20:00-05:00,NVDA,847.0980224609375,,
2024-03-05 13:25:00-05:00,NVDA,848.0,,
2024-03-05 13:30:00-05:00,NVDA,849.158203125,,
2024-03-05 13:35:00-05:00,NVDA,847.2349853515625,,
2024-03-05 13:40:00-05:00,NVDA,845.3599853515625,,
2024-03-05 13:45:00-05:00,NVDA,847.2550048828125,,
2024-03-05 13:50:00-05:00,NVDA,848.0811157226562,,
2024-03-05 13:55:00-05:00,NVDA,846.4547119140625,,
2024-03-05 14:00:00-05:00,NVDA,849.0175170898438,,
2024-03-05 14:05:00-05:00,NVDA,850.5449829101562,,
2024-03-05 14:10:00-05:00,NVDA,850.9500122070312,,
2024-03-05 14:15:00-05:00,NVDA,849.4598999023438,,
2024-03-05 14:20:00-05:00,NVDA,850.1849975585938,,
2024-03-05 14:25:00-05:00,NVDA,850.239990234375,,
2024-03-05 14:30:00-05:00,NVDA,847.9299926757812,,
2024-03-05 14:35:00-05:00,NVDA,847.223388671875,,
2024-03-05 14:40:00-05:00,NVDA,845.1500244140625,,
2024-03-05 14:45:00-05:00,NVDA,847.2994995117188,,
2024-03-05 14:50:00-05:00,NVDA,847.6854858398438,,
2024-03-05 14:55:00-05:00,NVDA,849.4686279296875,,
2024-03-05 15:00:00-05:00,NVDA,850.75,,
2024-03-05 15:05:00-05:00,NVDA,849.7158203125,,
2024-03-05 15:10:00-05:00,NVDA,848.3699951171875,,
2024-03-05 15:15:00-05:00,NVDA,849.2390747070312,,
2024-03-05 15:20:00-05:00,NVDA,848.1102294921875,,
2024-03-05 15:25:00-05:00,NVDA,847.4019775390625,,
2024-03-05 15:30:00-05:00,NVDA,850.0242919921875,,
2024-03-05 15:35:00-05:00,NVDA,849.8150024414062,,
2024-03-05 15:40:00-05:00,NVDA,852.4199829101562,,
2024-03-05 15:45:00-05:00,NVDA,854.6400146484375,,
2024-03-05 15:50:00-05:00,NVDA,857.9500122070312,,
2024-03-05 15:55:00-05:00,NVDA,859.9400024414062,,
2024-03-05 16:00:00-05:00,NVDA,863.11,1.0,
2024-03-05 16:05:00-05:00,NVDA,862.2,1.0,-0.9099999999999682
2024-03-05 16:10:00-05:00,NVDA,863.0,1.0,0.7999999999999545
2024-03-05 16:15:00-05:00,NVDA,861.58,1.0,-1.419999999999959
2024-03-05 16:20:00-05:00,NVDA,861.0,1.0,-0.5800000000000409
2024-03-05 16:25:00-05:00,NVDA,858.36,1.0,-2.6399999999999864
2024-03-05 16:30:00-05:00,NVDA,859.38,1.0,1.0199999999999818
2024-03-05 16:35:00-05:00,NVDA,859.74,1.0,0.36000000000001364
2024-03-05 16:40:00-05:00,NVDA,859.88,1.0,0.13999999999998636
2024-03-05 16:45:00-05:00,NVDA,860.115,1.0,0.23500000000001364
2024-03-05 16:50:00-05:00,NVDA,860.91,1.0,0.7949999999999591
2024-03-05 16:55:00-05:00,NVDA,861.1,1.0,0.19000000000005457
2024-03-05 17:00:00-05:00,NVDA,861.41,1.0,0.30999999999994543
2024-03-05 17:05:00-05:00,NVDA,861.23,1.0,-0.17999999999994998
2024-03-05 17:10:00-05:00,NVDA,860.75,1.0,-0.4800000000000182
2024-03-05 17:15:00-05:00,NVDA,861.32,1.0,0.57000000000005
2024-03-05 17:20:00-05:00,NVDA,861.47,1.0,0.14999999999997726
2024-03-05 17:25:00-05:00,NVDA,861.79,1.0,0.31999999999993634
2024-03-05 17:30:00-05:00,NVDA,861.35,1.0,-0.4399999999999409
2024-03-05 17:35:00-05:00,NVDA,861.875,1.0,0.5249999999999773
2024-03-05 17:40:00-05:00,NVDA,862.25,1.0,0.375
2024-03-05 17:45:00-05:00,NVDA,862.58,1.0,0.3300000000000409
2024-03-05 17:50:00-05:00,NVDA,862.15,1.0,-0.43000000000006366
2024-03-05 17:55:00-05:00,NVDA,862.35,1.0,0.20000000000004547
2024-03-05 18:00:00-05:00,NVDA,861.26,1.0,-1.0900000000000318
2024-03-05 18:05:00-05:00,NVDA,860.8,1.0,-0.4600000000000364
2024-03-05 18:10:00-05:00,NVDA,860.87,1.0,0.07000000000005002
2024-03-05 18:15:00-05:00,NVDA,860.755,1.0,-0.1150000000000091
2024-03-05 18:20:00-05:00,NVDA,861.0,1.0,0.24500000000000455
2024-03-05 18:25:00-05:00,NVDA,861.0,1.0,0.0
2024-03-05 18:30:00-05:00,NVDA,859.67,1.0,-1.330000000000041
2024-03-05 18:35:00-05:00,NVDA,857.12,1.0,-2.5499999999999545
2024-03-05 18:40:00-05:00,NVDA,856.03,1.0,-1.0900000000000318
2024-03-05 18:45:00-05:00,NVDA,858.3,1.0,2.269999999999982
2024-03-05 18:50:00-05:00,NVDA,857.83,1.0,-0.4699999999999136
2024-03-05 18:55:00-05:00,NVDA,857.81,1.0,-0.020000000000095497
2024-03-06 04:00:00-05:00,NVDA,866.0,1.0,8.190000000000055
2024-03-06 04:05:00-05:00,NVDA,867.76,1.0,1.759999999999991
2024-03-06 04:10:00-05:00,NVDA,868.32,1.0,0.5600000000000591
2024-03-06 04:15:00-05:00,NVDA,869.25,1.0,0.92999999999995
2024-03-06 04:20:00-05:00,NVDA,868.88,1.0,-0.37000000000000455
2024-03-06 04:25:00-05:00,NVDA,868.51,1.0,-0.37000000000000455
2024-03-06 04:30:00-05:00,NVDA,868.05,1.0,-0.4600000000000364
2024-03-06 04:35:00-05:00,NVDA,868.58,1.0,0.5300000000000864
2024-03-06 04:40:00-05:00,NVDA,867.93,1.0,-0.650000000000091
2024-03-06 04:45:00-05:00,NVDA,867.46,1.0,-0.4699999999999136
2024-03-06 04:50:00-05:00,NVDA,868.13,1.0,0.6699999999999591
2024-03-06 04:55:00-05:00,NVDA,867.77,1.0,-0.36000000000001364
2024-03-06 05:00:00-05:00,NVDA,868.69,1.0,0.9200000000000728
2024-03-06 05:05:00-05:00,NVDA,869.7,1.0,1.009999999999991
2024-03-06 05:10:00-05:00,NVDA,868.23,1.0,-1.4700000000000273
2024-03-06 05:15:00-05:00,NVDA,869.2,1.0,0.9700000000000273
2024-03-06 05:20:00-05:00,NVDA,868.87,1.0,-0.3300000000000409
2024-03-06 05:25:00-05:00,NVDA,869.24,1.0,0.37000000000000455
2024-03-06 05:30:00-05:00,NVDA,870.65,1.0,1.4099999999999682
2024-03-06 05:35:00-05:00,NVDA,869.89,1.0,-0.7599999999999909
2024-03-06 05:40:00-05:00,NVDA,869.5,1.0,-0.38999999999998636
2024-03-06 05:45:00-05:00,NVDA,869.38,1.0,-0.12000000000000455
2024-03-06 05:50:00-05:00,NVDA,869.99,1.0,0.6100000000000136
2024-03-06 05:55:00-05:00,NVDA,869.48,1.0,-0.5099999999999909
2024-03-06 06:00:00-05:00,NVDA,869.0,1.0,-0.4800000000000182
2024-03-06 06:05:00-05:00,NVDA,869.98,1.0,0.9800000000000182
2024-03-06 06:10:00-05:00,NVDA,871.8,1.0,1.8199999999999363
2024-03-06 06:15:00-05:00,NVDA,871.65,1.0,-0.14999999999997726
2024-03-06 06:20:00-05:00,NVDA,871.14,1.0,-0.5099999999999909
2024-03-06 06:25:00-05:00,NVDA,871.25,1.0,0.11000000000001364
2024-03-06 06:30:00-05:00,NVDA,870.86,1.0,-0.38999999999998636
2024-03-06 06:35:00-05:00,NVDA,870.7,1.0,-0.15999999999996817
2024-03-06 06:40:00-05:00,NVDA,870.11,1.0,-0.5900000000000318
2024-03-06 06:45:00-05:00,NVDA,869.6,1.0,-0.5099999999999909
2024-03-06 06:50:00-05:00,NVDA,869.56,1.0,-0.04000000000007731
2024-03-06 06:55:00-05:00,NVDA,869.25,1.0,-0.30999999999994543
2024-03-06 07:00:00-05:00,NVDA,869.52,1.0,0.2699999999999818
2024-03-06 07:05:00-05:00,NVDA,871.88,1.0,2.3600000000000136
2024-03-06 07:10:00-05:00,NVDA,872.39,1.0,0.5099999999999909
2024-03-06 07:15:00-05:00,NVDA,872.4,1.0,0.009999999999990905
2024-03-06 07:20:00-05:00,NVDA,872.0,1.0,-0.39999999999997726
2024-03-06 07:25:00-05:00,NVDA,872.6,1.0,0.6000000000000227
2024-03-06 07:30:00-05:00,NVDA,873.78,1.0,1.17999999999995
2024-03-06 07:35:00-05:00,NVDA,873.6,1.0,-0.17999999999994998
2024-03-06 07:40:00-05:00,NVDA,873.72,1.0,0.12000000000000455
2024-03-06 07:45:00-05:00,NVDA,872.2,1.0,-1.5199999999999818
2024-03-06 07:50:00-05:00,NVDA,873.19,1.0,0.9900000000000091
2024-03-06 07:55:00-05:00,NVDA,873.67,1.0,0.4799999999999045
2024-03-06 08:00:00-05:00,NVDA,865.97,1.0,-7.699999999999932
2024-03-06 08:05:00-05:00,NVDA,874.1,1.0,8.129999999999995
2024-03-06 08:10:00-05:00,NVDA,873.75,1.0,-0.35000000000002274
2024-03-06 08:15:00-05:00,NVDA,873.76,1.0,0.009999999999990905
2024-03-06 08:20:00-05:00,NVDA,873.9,1.0,0.13999999999998636
2024-03-06 08:25:00-05:00,NVDA,872.28,1.0,-1.6200000000000045
2024-03-06 08:30:00-05:00,NVDA,872.9062,1.0,0.6262000000000398
2024-03-06 08:35:00-05:00,NVDA,873.3,1.0,0.393799999999942
2024-03-06 08:40:00-05:00,NVDA,873.695,1.0,0.3950000000000955
2024-03-06 08:45:00-05:00,NVDA,874.67,1.0,0.974999999999909
2024-03-06 08:50:00-05:00,NVDA,874.72,1.0,0.05000000000006821
2024-03-06 08:55:00-05:00,NVDA,875.585,1.0,0.8650000000000091
2024-03-06 09:00:00-05:00,NVDA,876.4,1.0,0.8149999999999409
2024-03-06 09:05:00-05:00,NVDA,880.395,1.0,3.9950000000000045
2024-03-06 09:10:00-05:00,NVDA,879.75,1.0,-0.6449999999999818
2024-03-06 09:30:00-05:00,NVDA,878.6500244140625,1.0,-1.0999755859375
2024-03-06 09:35:00-05:00,NVDA,879.6533813476562,1.0,1.00335693359375
2024-03-06 09:40:00-05:00,NVDA,887.1599731445312,1.0,7.506591796875
2024-03-06 09:45:00-05:00,NVDA,886.8427734375,1.0,-0.31719970703125
2024-03-06 09:50:00-05:00,NVDA,880.72998046875,1.0,-6.11279296875
2024-03-06 09:55:00-05:00,NVDA,879.344970703125,1.0,-1.385009765625
2024-03-06 10:00:00-05:00,NVDA,875.280029296875,1.0,-4.06494140625
2024-03-06 10:05:00-05:00,NVDA,871.760009765625,1.0,-3.52001953125
2024-03-06 10:10:00-05:00,NVDA,875.7999877929688,1.0,4.03997802734375
2024-03-06 10:15:00-05:00,NVDA,876.85498046875,1.0,1.05499267578125
2024-03-06 10:20:00-05:00,NVDA,879.3438110351562,1.0,2.48883056640625
2024-03-06 10:25:00-05:00,NVDA,882.719970703125,1.0,3.37615966796875
2024-03-06 10:30:00-05:00,NVDA,883.5999755859375,1.0,0.8800048828125
2024-03-06 10:35:00-05:00,NVDA,883.760009765625,1.0,0.1600341796875
2024-03-06 10:40:00-05:00,NVDA,881.5499877929688,1.0,-2.21002197265625
2024-03-06 10:45:00-05:00,NVDA,885.72998046875,1.0,4.17999267578125
2024-03-06 10:50:00-05:00,NVDA,883.0791015625,1.0,-2.65087890625
2024-03-06 10:55:00-05:00,NVDA,882.75,1.0,-0.3291015625
